0,4,6,0,0,Susceptible,0
1,2,10,0,0,Susceptible,0
2,6,15,0,0,Susceptible,0
3,5,6,0,0,Susceptible,0
4,4,5,0,0,Susceptible,0
5,1,15,0,0,Susceptible,0
6,10,1,0,0,Susceptible,0
7,19,1,0,0,Susceptible,0
8,9,13,0,0,Susceptible,0
9,15,14,0,0,Susceptible,0
10,7,1,0,0,Susceptible,0
11,0,10,0,0,Susceptible,0
12,12,1,0,0,Susceptible,0
13,15,13,0,0,Susceptible,0
14,10,19,0,0,Susceptible,0
15,5,16,0,0,Susceptible,0
16,3,16,0,0,Susceptible,0
17,19,0,0,0,Susceptible,0
18,9,9,0,0,Susceptible,0
19,2,6,0,0,Susceptible,0
20,3,5,0,0,Susceptible,0
21,8,17,0,0,Susceptible,0
22,15,12,0,0,Susceptible,0
23,8,5,0,0,Susceptible,0
24,8,8,0,0,Susceptible,0
25,11,4,0,0,Susceptible,0
26,14,14,0,0,Susceptible,0
27,10,11,0,0,Susceptible,0
28,9,16,0,0,Susceptible,0
29,11,6,0,0,Susceptible,0
30,9,14,0,0,Susceptible,0
31,19,5,0,0,Susceptible,0
32,17,1,0,0,Susceptible,0
33,13,11,0,0,Susceptible,0
34,4,16,0,0,Susceptible,0
35,8,15,0,0,Susceptible,0
36,0,0,0,0,Susceptible,0
37,12,10,0,0,Susceptible,0
38,10,15,0,0,Susceptible,0
39,16,13,0,0,Susceptible,0
40,19,7,0,0,Susceptible,0
41,13,2,0,0,Susceptible,0
42,19,9,0,0,Susceptible,0
43,12,5,0,0,Susceptible,0
44,5,1,0,0,Susceptible,0
45,3,13,0,0,Susceptible,0
46,4,1,0,0,Susceptible,0
47,5,14,0,0,Susceptible,0
48,17,10,0,0,Susceptible,0
49,18,0,0,0,Susceptible,0
50,5,2,0,0,Susceptible,0
51,3,12,0,0,Susceptible,0
52,8,19,0,0,Susceptible,0
53,8,15,0,0,Susceptible,0
54,2,2,0,0,Susceptible,0
55,7,11,0,0,Susceptible,0
56,4,15,0,0,Susceptible,0
57,5,0,0,0,Susceptible,0
58,11,8,0,0,Susceptible,0
59,4,11,0,0,Susceptible,0
60,5,1,0,0,Susceptible,0
61,15,1,0,0,Susceptible,0
62,18,18,0,0,Susceptible,0
63,13,16,0,0,Susceptible,0
64,4,13,0,0,Susceptible,0
65,18,14,0,0,Susceptible,0
66,11,17,0,0,Susceptible,0
67,4,12,0,0,Susceptible,0
68,7,16,0,0,Susceptible,0
69,3,5,0,0,Susceptible,0
70,3,4,0,0,Susceptible,0
71,8,18,0,0,Susceptible,0
72,10,3,0,0,Susceptible,0
73,1,0,0,0,Susceptible,0
74,9,5,0,0,Susceptible,0
75,19,6,0,0,Susceptible,0
76,11,19,0,0,Susceptible,0
77,11,8,0,0,Susceptible,0
78,5,2,0,0,Susceptible,0
79,9,12,0,0,Susceptible,0
80,13,5,0,0,Susceptible,0
81,19,9,0,0,Susceptible,0
82,17,19,0,0,Susceptible,0
83,13,17,0,0,Susceptible,0
84,12,11,0,0,Susceptible,0
85,2,6,0,0,Susceptible,0
86,13,7,0,0,Susceptible,0
87,12,0,0,0,Susceptible,0
88,18,15,0,0,Susceptible,0
89,5,13,0,0,Susceptible,0
90,7,8,0,0,Susceptible,0
91,6,6,0,0,Susceptible,0
92,11,10,0,0,Susceptible,0
93,11,10,0,0,Susceptible,0
94,4,4,0,0,Susceptible,0
95,12,13,0,0,Susceptible,0
96,3,8,0,0,Susceptible,0
97,2,18,0,0,Susceptible,0
98,13,10,0,0,Susceptible,0
99,15,2,0,0,Susceptible,0
100,12,9,0,1,Exposed,0
0,4,4,0,0,Susceptible,1
100,9,9,0,1,Exposed,1
99,19,2,0,0,Susceptible,1
98,10,7,0,0,Susceptible,1
97,0,20,0,0,Susceptible,1
96,3,8,0,0,Susceptible,1
95,12,12,0,0,Susceptible,1
94,3,0,0,0,Susceptible,1
93,12,13,0,0,Susceptible,1
92,15,13,0,0,Susceptible,1
91,10,7,0,0,Susceptible,1
90,9,7,0,0,Susceptible,1
89,3,9,0,0,Susceptible,1
88,18,17,0,0,Susceptible,1
87,9,3,0,0,Susceptible,1
86,16,4,0,0,Susceptible,1
85,2,10,0,0,Susceptible,1
84,13,11,0,0,Susceptible,1
83,13,19,0,0,Susceptible,1
82,19,17,0,0,Susceptible,1
81,19,13,0,0,Susceptible,1
80,11,8,0,0,Susceptible,1
79,13,12,0,0,Susceptible,1
78,9,2,0,0,Susceptible,1
77,8,12,0,0,Susceptible,1
76,11,18,0,0,Susceptible,1
75,17,6,0,0,Susceptible,1
74,10,4,0,0,Susceptible,1
73,3,2,0,0,Susceptible,1
72,7,7,0,0,Susceptible,1
71,8,14,0,0,Susceptible,1
70,1,3,0,0,Susceptible,1
69,7,7,0,0,Susceptible,1
68,5,13,0,0,Susceptible,1
67,1,16,0,0,Susceptible,1
66,13,19,0,0,Susceptible,1
65,19,14,0,0,Susceptible,1
64,2,15,0,0,Susceptible,1
63,13,19,0,0,Susceptible,1
62,14,19,0,0,Susceptible,1
61,15,1,0,0,Susceptible,1
60,7,1,0,0,Susceptible,1
59,3,7,0,0,Susceptible,1
58,11,10,0,0,Susceptible,1
57,5,2,0,0,Susceptible,1
56,0,18,0,0,Susceptible,1
55,11,7,0,0,Susceptible,1
54,2,6,0,0,Susceptible,1
53,10,15,0,0,Susceptible,1
52,5,17,0,0,Susceptible,1
51,3,9,0,0,Susceptible,1
50,2,4,0,0,Susceptible,1
49,18,4,0,0,Susceptible,1
48,20,13,0,0,Susceptible,1
47,5,16,0,0,Susceptible,1
46,6,4,0,0,Susceptible,1
45,1,14,0,0,Susceptible,1
44,2,2,0,0,Susceptible,1
43,12,9,0,0,Susceptible,1
42,19,7,0,0,Susceptible,1
41,17,1,0,0,Susceptible,1
40,18,8,0,0,Susceptible,1
39,15,9,0,0,Susceptible,1
38,11,11,0,0,Susceptible,1
37,13,11,0,0,Susceptible,1
36,3,2,0,0,Susceptible,1
35,6,17,0,0,Susceptible,1
34,4,16,0,0,Susceptible,1
33,11,9,0,0,Susceptible,1
32,15,1,0,0,Susceptible,1
31,18,7,0,0,Susceptible,1
30,7,14,0,0,Susceptible,1
29,13,6,0,0,Susceptible,1
28,9,14,0,0,Susceptible,1
27,14,13,0,0,Susceptible,1
26,13,18,0,0,Susceptible,1
25,13,2,0,0,Susceptible,1
24,4,7,0,0,Susceptible,1
